Accession,Species,Genus,Family,Length,Country
MF288718,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,7857,Netherlands
MF288717,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,7857,Netherlands
KJ170591,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
MF288662,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,7857,Netherlands
MF288689,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,7857,Netherlands
DQ837381,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9549,South Korea
KJ170667,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170666,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170618,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170619,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170647,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170639,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170640,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170638,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170676,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170632,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170613,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170668,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170631,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170627,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170579,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170583,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
MF288664,Alphapapillomavirus 7,Alphapapillomavirus,Papillomaviridae,7857,Netherlands
JX458828,Marburg marburgvirus,Marburgvirus,Filoviridae,19114,Democratic Republic of the Congo
JX458826,Marburg marburgvirus,Marburgvirus,Filoviridae,19113,Democratic Republic of the Congo
JX458849,Marburg marburgvirus,Marburgvirus,Filoviridae,19114,Democratic Republic of the Congo
JX458834,Marburg marburgvirus,Marburgvirus,Filoviridae,19114,Democratic Republic of the Congo
JX458827,Marburg marburgvirus,Marburgvirus,Filoviridae,19114,Democratic Republic of the Congo
JQ768351,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,Russia
GU594162,Norwalk virus,Norovirus,Caliciviridae,7529,Japan
GU017903,Norwalk virus,Norovirus,Caliciviridae,7529,Japan
EU031913,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8844,Malaysia
EU031914,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9563,Malaysia
DQ445633,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9047,South Africa
DQ445635,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9006,South Africa
MK540455,Human gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,171823,China
KC244111,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1408,China
KC244110,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1408,China
MK540469,Human gammaherpesvirus 4,Lymphocryptovirus,Herpesviridae,171823,China
MH709315,Human alphaherpesvirus 3,Varicellovirus,Herpesviridae,125303,USA
MK250987,Sapporo virus,Sapovirus,Caliciviridae,7461,Brazil
KX064287,Enterovirus A,Enterovirus,Picornaviridae,7433,China
KX064292,Enterovirus A,Enterovirus,Picornaviridae,7435,China
KX064293,Enterovirus A,Enterovirus,Picornaviridae,7434,China
KX064299,Enterovirus A,Enterovirus,Picornaviridae,7433,China
HQ171193,SFTS phlebovirus,Phlebovirus,Phenuiviridae,1746,China
HQ171195,SFTS phlebovirus,Phlebovirus,Phenuiviridae,1746,China
HQ700536,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Kiribati
HQ700530,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Papua New Guinea
HQ700509,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,New Caledonia
HQ700501,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Samoa
HQ700494,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Fiji
HQ700487,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700480,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700481,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700466,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700454,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700444,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700440,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
HQ700441,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
JQ801512,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Thailand
JQ801498,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Thailand
JQ801499,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3185,Thailand
JQ801491,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Thailand
JQ801492,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3195,Thailand
JQ801481,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Thailand
JQ801475,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Thailand
JN013995,Rotavirus A,Rotavirus,Reoviridae,2359,South Africa
MK473626,Chikungunya virus,Alphavirus,Togaviridae,11637,India
JQ027323,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027325,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027329,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3161,Malaysia
JQ027334,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
MK749890,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15095,Nicaragua
JQ040172,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JQ040165,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JQ040144,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JQ040151,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JQ040137,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3207,China
JQ040130,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,2909,China
JQ040131,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
FJ709460,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Chile
MG515479,Sapporo virus,Sapovirus,Caliciviridae,7476,China
JQ027317,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
MK749917,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15096,Nicaragua
JQ027320,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027321,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027322,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027324,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
JQ027328,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3099,Malaysia
MK052951,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3179,China
JQ027332,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3068,Malaysia
KJ170607,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170662,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170620,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170605,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170653,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170661,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170660,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170600,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170659,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170645,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
KJ170597,Enterovirus C,Enterovirus,Picornaviridae,7379,Nigeria
JN687949,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,Arenaviridae,3376,USA
JF804809,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8836,Brazil
JF804805,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8943,Brazil
KR733240,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
KR733239,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
KR733222,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1454,Taiwan
KR733233,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1558,Taiwan
KR733232,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
KR733238,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
KR733234,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
KR733226,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1557,Taiwan
JX005943,Rabies lyssavirus,Lyssavirus,Rhabdoviridae,1353,China
KR814867,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,5362,Russia
JX096957,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Latvia
JX096956,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Latvia
KR814873,Crimean-Congo hemorrhagic fever orthonairovirus,Orthonairovirus,Nairoviridae,5362,Russia
JQ431391,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2280,France
JQ431375,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,France
JQ431376,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,France
JQ431369,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,France
JQ431359,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431355,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431348,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431349,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431337,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431339,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2151,France
JQ431319,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,838,France
JQ431312,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,838,France
JQ431305,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1497,France
JQ431298,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1497,France
JQ431293,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1497,France
JQ431289,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1497,France
JQ431269,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,France
JQ431259,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,France
JQ431252,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1410,France
JQ431242,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,982,France
JQ431243,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,982,France
JQ431231,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,982,France
JQ431217,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
JQ431221,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
JQ431200,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
JQ431202,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
JQ431196,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
MF588690,Gammapapillomavirus sp.,Gammapapillomavirus,Papillomaviridae,7251,USA
MF588720,Gammapapillomavirus 12,Gammapapillomavirus,Papillomaviridae,7142,USA
MH716325,Enterovirus A,Enterovirus,Picornaviridae,7380,Viet Nam
MH716318,Enterovirus A,Enterovirus,Picornaviridae,7365,Viet Nam
MF588741,Gammapapillomavirus 22,Gammapapillomavirus,Papillomaviridae,7201,USA
MF588695,Gammapapillomavirus 5,Gammapapillomavirus,Papillomaviridae,7204,USA
MH716374,Enterovirus A,Enterovirus,Picornaviridae,7378,Viet Nam
HQ700486,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3176,New Zealand
MH171323,Rotavirus A,Rotavirus,Reoviridae,2729,Spain
KU695609,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1745,India
MH171324,Rotavirus A,Rotavirus,Reoviridae,2732,Spain
JQ319657,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,India
JF764084,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,863,India
JF735121,Hepacivirus C,Hepacivirus,Flaviviridae,9579,Canada
KC013592,Norwalk virus,Norovirus,Caliciviridae,7556,USA
KC257460,Monkeypox virus,Orthopoxvirus,Poxviridae,196487,Democratic Republic of the Congo
HQ700506,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3200,New Caledonia
HQ700505,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Vanuatu
HQ700504,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Tonga
HQ700503,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Tonga
HQ700464,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
JQ972913,Human alphaherpesvirus 3,Varicellovirus,Herpesviridae,124783,USA
KC529648,Human mastadenovirus D,Mastadenovirus,Adenoviridae,35073,USA
KU714452,Rotavirus A,Rotavirus,Reoviridae,1075,Malawi
KU714456,Rotavirus A,Rotavirus,Reoviridae,2690,Malawi
HQ700507,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,New Caledonia
KC479008,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1487,Canada
KC479002,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1487,Canada
KC479003,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1564,Canada
KC479007,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1467,Canada
KC478996,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1490,Canada
KC478997,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1486,Canada
KC478991,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1489,Canada
KC478984,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1559,Canada
KC156118,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9726,Malawi
KC156120,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9731,Malawi
KC156124,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9716,South Africa
KC156114,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9688,Malawi
KC156115,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9789,South Africa
HQ700534,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Kiribati
HQ700533,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Kiribati
MH171331,Rotavirus A,Rotavirus,Reoviridae,2729,Spain
MH171333,Rotavirus A,Rotavirus,Reoviridae,2732,Spain
KC131141,Dengue virus,Flavivirus,Flaviviridae,10671,China
KC131142,Dengue virus,Flavivirus,Flaviviridae,10673,China
KC175323,Norwalk virus,Norovirus,Caliciviridae,7559,Hong Kong
HQ700528,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Papua New Guinea
HQ700455,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,New Zealand
JX898868,Yellow fever virus,Flavivirus,Flaviviridae,10862,Senegal
KC244112,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1408,China
KX249743,Human polyomavirus 8,Alphapolyomavirus,Polyomaviridae,5235,Brazil
KX249740,Human polyomavirus 8,Alphapolyomavirus,Polyomaviridae,5235,Brazil
GQ175882,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8893,Malaysia
DQ366665,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8849,Malaysia
GQ502193,HMO Astrovirus A,Mamastrovirus,Astroviridae,6531,USA
KJ686160,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
KJ686161,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
KY594040,West Nile virus,Flavivirus,Flaviviridae,11050,Greece
KX028879,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1777,USA
AY901968,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9045,South Africa
EU697907,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9126,Saudi Arabia
KX655696,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15101,Jordan
KF447846,Rotavirus A,Rotavirus,Reoviridae,1059,China
DQ093599,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9073,South Africa
DQ093592,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9019,South Africa
DQ093585,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9050,South Africa
DQ380151,Rift Valley fever phlebovirus,Phlebovirus,Phenuiviridae,1690,Egypt
MF001507,Chikungunya virus,Alphavirus,Togaviridae,11987,USA
JQ409126,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1734,Finland
AY751407,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8960,Russia
JQ409130,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,850,Finland
KX789451,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1497,India
AY878065,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9005,South Africa
AY901976,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9094,South Africa
MN513340,Human mastadenovirus E,Mastadenovirus,Adenoviridae,35945,Singapore
MN513342,Human mastadenovirus C,Mastadenovirus,Adenoviridae,35924,Singapore
KT340071,Human mastadenovirus D,Mastadenovirus,Adenoviridae,34948,USA
KT308163,Chikungunya virus,Alphavirus,Togaviridae,11562,Philippines
KT340067,Human mastadenovirus D,Mastadenovirus,Adenoviridae,34948,USA
KT340059,Human mastadenovirus D,Mastadenovirus,Adenoviridae,34948,USA
KJ010185,Dengue virus,Flavivirus,Flaviviridae,10629,Pakistan
JF828934,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,South Korea
AF423756,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8997,Spain
GU131815,Dengue virus,Flavivirus,Flaviviridae,10385,Viet Nam
KF590565,Chikungunya virus,Alphavirus,Togaviridae,11722,Myanmar
KF590566,Chikungunya virus,Alphavirus,Togaviridae,11730,Myanmar
KX570602,Human respirovirus 1,Respirovirus,Paramyxoviridae,15574,USA
KX595339,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1520,China
KU668443,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3181,India
KX595338,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1683,China
KU668438,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
KX035096,Hepatovirus A,Hepatovirus,Picornaviridae,7521,USA
KU746835,Human polyomavirus 3,Betapolyomavirus,Polyomaviridae,5040,USA
KT698166,Gammapapillomavirus 1,Gammapapillomavirus,Papillomaviridae,7154,Argentina
FJ496210,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9028,Zambia
FJ496189,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8978,Zambia
HQ325789,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,Australia
HQ325790,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,Australia
HQ325795,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,Australia
FJ496203,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9040,Zambia
FJ445430,Chikungunya virus,Alphavirus,Togaviridae,11722,Singapore
FJ445431,Chikungunya virus,Alphavirus,Togaviridae,11722,Singapore
KP233180,Human associated huchismacovirus 1,Huchismacovirus,Smacoviridae,2460,USA
KJ803815,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803814,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803807,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803813,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803822,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803821,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803780,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803798,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
KJ803792,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3203,Malaysia
KJ803791,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Malaysia
AY162225,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9691,South Africa
AY158533,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8895,South Africa
AF385936,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9704,Argentina
AY530889,Human immunodeficiency virus 2,Lentivirus,Retroviridae,9607,France
KY057367,Dengue virus,Flavivirus,Flaviviridae,10735,Indonesia
AY463221,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9055,South Africa
AY455783,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9040,Brazil
GU815712,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
AY352656,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8989,Uganda
AY322193,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9082,Kenya
KX632331,Rotavirus A,Rotavirus,Reoviridae,3302,Uganda
KX632320,Rotavirus A,Rotavirus,Reoviridae,3302,Uganda
AY074891,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9022,Botswana
GU131926,Dengue virus,Flavivirus,Flaviviridae,10486,Cambodia
KX655686,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15228,Jordan
MH450295,Dengue virus,Flavivirus,Flaviviridae,10691,Venezuela
HM100716,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9786,Brazil
KX655663,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,14917,Jordan
KJ364588,Human mastadenovirus B,Mastadenovirus,Adenoviridae,35371,USA
KX655653,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15213,Jordan
GU369819,Dengue virus,Flavivirus,Flaviviridae,10521,Mexico
MH013290,Zika virus,Flavivirus,Flaviviridae,10762,Thailand
GU815643,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
JF828926,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,South Korea
DQ188969,Oriboca orthobunyavirus,Orthobunyavirus,Peribunyaviridae,705,Brazil
